"146884,""Mozilla sometimes consumes 100% CPU when pipelining is enabled..."",""major""";;
"84749,""BODY onUnload JavaScript gets wrong value for location.href"",""major""";;
"71257,""split nsStyleUtil.cpp"",""major""";;
"161818,""[trunk]text positioning wrong with Japanese fonts."",""major""";;
"3776,""FTP urls immediately crash Gecko"",""major""";;
"131617,""Nested table entry in remote file sometimes fails to display"",""major""";;
"61290,""FTP should try RETR before CWD"",""major""";;
"138049,""Advertise OS-native image data when dragging an image"",""major""";;
"162082,""Mozilla takes down windows when scrolling on page"",""major""";;
"163481,""Color picker not dynamically updating color selection icon"",""major""";;
"144716,""API Freeze - Need DOMWin attr for PP for frameset frames"",""major""";;
"159328,""submit button doesn't work"",""major""";;
"149133,""Crash trying to use scrollwheel on pages opened in new tab"",""major""";;
"137645,""Cached public certificate does not get its nickname updated after P12 import of matching user certificate"",""major""";;
"147256,""Crash in  [@nsDocShell::GetRootScrollableView]"",""major""";;
"158927,""[Quicktime] Plugin control drawing broken"",""major""";;
"133643,""Unable to import P12 file"",""major""";;
"157750,""Crash when reading certain encrypted S/Mime messages"",""major""";;
"148213,""Add COOKIE_Write() to nsCookieManager::RemoveAll()"",""major""";;
"162377,""Non-ASCII filename is not shown when saving and downloading from a ftp listing"",""major""";;
"162523,""Java Script doesn't carry over the charset for the url containing non-ascii chars"",""major""";;
"24329,""Proxy: session-length auth cache"",""major""";;
"149854,""CRL cache to avoid DER CRL decodes on every cert verification"",""major""";;
"773,""Chunked decoding can get stuck in STRIP_CRLF state"",""major""";;
"18553,""[DOGFOOD] addEventListener allows sniffing keystrokes (at least)"",""major""";;
"99174,""Buffer overflow in X widgets"",""major""";;
"157989,""Possible heap corruption with 0-width GIF"",""major""";;
"137388,""iframe has height of 0 although different value (50%) is specified"",""major""";;
"74243,""HTTP Meta Refresh not working"",""major""";;
"165585,""[TRUNK] FTP listing is not working properly for native filename, unable to download"",""major""";;
"166595,""prompted to save a file twice when downloading with shift-click on ftp link"",""major""";;
"164384,""Print Preview does not close"",""major""";;
"138780,""Redirect with non-ASCII in URL fails"",""major""";;
"142843,""mozilla ignores """"Expires: 0"""" and """"Pragma: no-cache"""" when sent with a """"Last-Modified"""" header"",""major""";;
"157202,""Exploitable (?) heap overrun in PNG"",""major""";;
"161328,""CJK string is not breakable before joined frames"",""major""";;
"47282,""Shift+Tab in <textarea> doesn't do anything"",""major""";;
"166218,""Bad cookie selection based on cookie path (potential security problem)"",""major""";;
"141537,""BASE tag outside of HEAD element is not being handled gracefully"",""major""";;
"61443,""<nolayer><div></nolayer> != <foo><div></foo>"",""major""";;
"106806,""plug-in """".sl"""" extensions not correctly searched on HP-UX 11.00"",""major""";;
"160014,""ecperf & Microsoft.com - Table overlaps adjacent text"",""major""";;
"118995,""URL: links with non-ascii characters fail to work in Mozilla 0.9.7"",""major""";;
"168445,""Missing elements in web page display"",""major""";;
"163682,""FTP download: non-ascii filename is not shown correctly via """"Save Link Target As"""""",""major""";;
"158230,""The expand/collapse icon disappears"",""major""";;
"88868,""images aligned differently on first load and after back"",""major""";;
"154780,""accessing """"document.body.clientHeight"""" while layout causes layoutproblems"",""major""";;
"139202,""should not send extra FTP commands"",""major""";;
"170629,""Overflow:auto regression"",""major""";;
"171011,""Table is printed unproportional"",""major""";;
"167664,""image submit button fires onsubmit twice if image not found."",""major""";;
"170919,""[gtk2] mozilla hangs when launching"",""major""";;
"142513,""Text prints blue if printing backgrounds is disabled"",""major""";;
"136447,""found a page that in Moz is so s l o w..."",""major""";;
"158472,""Certain GIF is printed in white on black bottom."",""major""";;
"88766,""Mozilla 0.9.2 freeze with 100% CPU utilization"",""major""";;
"96604,""Deleting characters from some form input controls will allow altering page content - Trunk [@ 0x00000000 - nsTypedSelection::EndBatchChanges]"",""major""";;
"161691,""Almost-standards mode doesn't use quirks layout in all cases"",""major""";;
"171749,""'display: none' ignored on generated content [GC]"",""major""";;
"120364,""Asserts, incorrect layout on printing of site"",""major""";;
"157218,""NSS 3.4+ misidentifies certs as self-signed"",""major""";;
"134869,""Label elements set to float:left do not display"",""major""";;
"171775,""text does not scroll - over prints"",""major""";;
"171944,""Unable to log in to Lycos mail"",""major""";;
"94079,""PAC: too many DNS lookups"",""major""";;
"173378,""Cannot input Chinese Simplified on a WinXP Japanese edtion"",""major""";;
"158500,""Binary data in multipart/x-mixed-replace get an extra line end when saved or viewed."",""major""";;
"85184,""[serializer]Composer breaks lines at inappropriate positions"",""major""";;
"170264,""Generic / dynamic PDF generated by pdflib 4.0.1 will be shown as blank page"",""major""";;
"143543,""Mac OS 8.6: Can't save files, or save composer files"",""major""";;
"167171,""OS/2 only - fonts don't display properly when DPI is changed"",""major""";;
"115012,""32K local allocation in mpprime.c"",""major""";;
"51954,""Random crashes in id lookup"",""major""";;
"85575,""SSL form submission, redirect"",""major""";;
"107292,""unable to contact www.sun.com"",""major""";;
"173280,""download dialog comes up even though FTP server can't be found"",""major""";;
"59086,""Apply listStylePosition = """"inside"""" by JavaScript > bad layout and crash"",""major""";;
"53251,""{ib} reframe breaks with block-in-inline"",""major""";;
"128371,""menu items on the left side are not displayed"",""major""";;
"104470,""dom.disable_open_during_load breaks opens targeted to frames or existing named windows"",""major""";;
"137295,""Gaps appear in gif images when not using back buffer on OS X"",""major""";;
"147979,""Mac-SSL connections very slow"",""major""";;
"80544,""Following links with empty url parameter (like in ebay) causes helper to appear"",""major""";;
"95311,""SEC_ASN1DecodeItem asserts when decoding SPKI"",""major""";;
"167894,""InitPrintSettingsFromPrinter() not called for Print Preview"",""major""";;
"57291,""Mozilla incorrectly assumes Netscape Proxy authentication is for first website visited."",""major""";;
"112250,""FTP Client not listing directories"",""major""";;
"176543,""Malloc of 0 and bad initialization causes crash"",""major""";;
"177176,""Registering and unregistering as app-startup observer behaves strange"",""major""";;
"55067,"":hover attached to an element does not work while mousing over that element"",""major""";;
"177637,""mfcEmbed painting problem when closing some windows entirely contained browserview"",""major""";;
"170699,""[CRASH] CSSRule.parentRule crashes on a style rule inserted in a media rule"",""major""";;
"82241,""assertion & crash from pthreads, multiple monitor entry [crash @nsHttpConnection::ActivateConnection]"",""major""";;
"82181,""necko/http should recover from premature EOF"",""major""";;
"176887,""[FIXr]Directory service ignores $TMP and $TEMP"",""major""";;
"148046,""mozilla never finish load this page when it is an local file"",""major""";;
"21124,""Thread does not exit when quitting mozilla"",""major""";;
"31987,""[REGRESSION][FIX]Dropdown list not scrolling to selected item"",""major""";;
"177965,""Wrong option selected in select field when pressing first key"",""major""";;
"166792,""move nsIIOService::GetURLSpecFromFile, etc. to nsIFileProtocolHandler"",""major""";;
"83482,""investigate performance optimizations in RuleHash"",""major""";;
"170648,""eliminate referrer type from nsIHttpChannel in preparation for freezing"",""major""";;
"165563,""Cookies are not saved when exiting Mozilla - requires relogon Bugzilla every browser start"",""major""";;
"113206,""fix default port selection of nsHttpHandler::NewURI"",""major""";;
"132673,""last thing in a script created with document.write does not show"",""major""";;
"174984,""Prefetch requests should send Referer [was: Make Link prefetching work only with pages on the same server]"",""major""";;
"172782,""Regression: Wrong paragraph indentation after nested DL"",""major""";;
"179896,""Form elements jump to new locations, resize themselves, and do not behave properly"",""major""";;
"172917,""DOM structure corruption when many comment lines are placed in a nested <DL>"",""major""";;
"38012,""64bit issues within CRC-32 code"",""major""";;
"80975,""Mozilla leaks HTTP sockets"",""major""";;
"108029,""choose a better clipboard encoding for 'text' format depend on the page charset."",""major""";;
"162507,""Default icon should not be set for embedding applications"",""major""";;
"131825,""downloadmanager.ent file name should be changed to downloadmanager.dtd (localization issue)"",""major""";;
"139782,""'raw' directory listing format is confusing"",""major""";;
"179400,""URI fragment present in HTTP Referer"",""major""";;
"141197,""refcnt not initialized in nsHttpPipeline"",""major""";;
"138754,""http pipelining related assertions"",""major""";;
"146074,""Proxy-authorization not on all requests after authentication"",""major""";;
"181934,""unable to access documentElement from signed script"",""major""";;
"173481,""My online javascript survey stops part way through rendering its results page."",""major""";;
"119727,""<link></link> causes XML parse error in XHTML as XML document"",""major""";;
"81546,""XHTML form documents fail to appear intially in browser window"",""major""";;
"182253,""document.write() eats initial characters in 1.2"",""major""";;
"182498,""If BODY element ommited and H1 contains A, this header does not appears as clickable link."",""major""";;
"182601,""Error using navigation-bar on top of the page (Tirol, News,...) - in older Version it worked well"",""major""";;
"182317,""JavaScript menu on page doesn't appear in 1.2 build"",""major""";;
"182605,""Changing the complete frameset by means of target=""""_parent"""" donesn't work any more"",""major""";;
"182268,""Side menu does not come up, javascript alert window warns of error"",""major""";;
"175641,""Inappropriate behavior on a 412 response"",""major""";;
"182790,""First link broken, parser doesn't see the first <a href tag when it's at the start of the page"",""major""";;
"129034,""IFrames display on the wrong page in PP"",""major""";;
"183623,""malformed for loop results in infinite loop in [@ nsURILoader::DispatchContent]"",""major""";;
"139056,""Mozilla requires re-authentication for every page"",""major""";;
"183784,""Crash when running DOM testsuite"",""major""";;
"102221,""SetCacheKey(key, TRUE) not implemented correctly"",""major""";;
"161824,""Drag and Drop Support for files not working"",""major""";;
"182292,""After upgrading to Mozilla 1.2 can't use eBay"",""major""";;
"133170,""XMLHttpRequest() fails when authentication needed and http redirect vulnerability"",""major""";;
"183146,""buffer length bug in NSC_EncryptUpdate"",""major""";;
"127528,""Assertion because of index out of range"",""major""";;
"182726,""GTK 2.1 breaks gtk2xtbin"",""major""";;
"117931,""Function shExpMatch in nsProxyAutoConfig.js: conversion from shell pattern to regexp is incorrect."",""major""";;
"173094,""Freeze nsIUploadChannel"",""major""";;
"53580,""Mozilla. transmits user/password in referal URL"",""major""";;
"185325,""XML Parsing Error on valid documents"",""major""";;
"181579,""last link in a list of links is not clickable"",""major""";;
"146143,""document.write() not executed on 'Back' after full-page plugin like Acrobat"",""major""";;
"151478,""https wyciwyg page is cached"",""major""";;
"178810,""Crash on setTimeout() based JavaScript alert"",""major""";;
"184858,""Find not finding all matches"",""major""";;
"186500,""Div with overflow:visible not firing onmouseout"",""major""";;
"152844,""[INPUT TYPE=FILE ] file input with display: none does not hold value"",""major""";;
"126072,""[FIXr][RR]:before and :after pseudo elements are not rendered when using alternate style sheets"",""major""";;
"111965,""MacOS -URL field doesnt respond to [enter] or [return]"",""major""";;
"182021,""Regression - Some HTML messages display blank in Simple HTML mode"",""major""";;
"157978,""[FIX]document.images[]-object height/width sometimes returns 0!"",""major""";;
"51363,""Won't complete connection for logged in user of my.lycos.com"",""major""";;
"186953,""remove maxElementSize::height calculation"",""major""";;
"169991,""News (usenet) posts with .au domains display corrupt QuickTime plugin instead of text."",""major""";;
"20464,""browser crashes on data: URLs"",""major""";;
"159743,""<marquee> with border moves down"",""major""";;
"169583,""URILoader should allow nsIContentHandler::HandleContent(...) to fail."",""major""";;
"178520,""input.focus() should not perform input.select()"",""major""";;
"167244,""Major display malfunctions of """"Greek"""" Mozilla 1.1 on Mac OS X 10.2"",""major""";;
"5448,""SIGSEGV pulling down File menu"",""major""";;
"73211,""bad call to ctime_r while building libs"",""major""";;
"86144,""ldap url search filter assumes parentheses"",""major""";;
"77386,""nsLDAPAutoCompleteSession should process filterTemplate param"",""major""";;
"82412,""LDAP XPCOM SDK needs to pre-resolve IP addresses async"",""major""";;
"71247,""change strings in LDAP XPCOM SDK to unicode and/or UTF8 for i18n"",""major""";;
"136297,""Parallel builds in ldapcsdk failing because of race condition in dist"",""major""";;
"155018,""tooltip above context menu makes chrome insensitive to mouse events"",""major""";;
"25963,""excessive string conversion resolving :visited style"",""major""";;
"166978,""Some XMLExtras functionality does not work in embedding applications"",""major""";;
"1341,""Changing multi-value attribute core dumps"",""major""";;
"1569,""rebind_proc doesn't work!"",""major""";;
"182141,""'#define REPEATING_TIMERS 1' removed, but some code still tests #ifndef"",""major""";;
"149422,""Editing prefs.js or user.js causes profile init errors"",""major""";;
"66147,""relatively positioned elements respond incorrectly to overflowing children"",""major""";;
"133754,""nsWindowWatcher.cpp uses AssignWithConversion"",""major""";;
"190083,""Mozilla on Linux cannot find any fonts"",""major""";;
"190155,""Font size preferences do not work anymore [regression, fonts]"",""major""";;
"160768,""nsPipe2::ReadSegments goes into an infinite loop if writer returns NS_BASE_STREAM_WOULD_BLOCK and reads 0 bytes"",""major""";;
"190194,""cache leak regression from recent checkin"",""major""";;
"190074,""Cannot add a language in prefs panel."",""major""";;
"190243,""cert7.db to cert8.db conversion loses personal certificates"",""major""";;
"189840,""[quirks]CSS percent height on a div inside a TD causes it to collapse"",""major""";;
"187749,""positioning of abs pos content with top:auto broken"",""major""";;
"190863,""some Images fail to load with pipelining enabled"",""major""";;
"75283,""Pasted text from beginning of line always appends a newline"",""major""";;
"184001,""saving to a file produces invalid xhtml (inserts DTD in a weird spot)"",""major""";;
"184359,""""""border: none"""" on textbox shrinks textbox without removing border"",""major""";;
"170781,""check boxes do not work and do not show correctly"",""major""";;
"190767,""<select> menu does not work"",""major""";;
"191220,""FTP:  not entering directory, instead message box : """"Alert: 250 CWD command successful"""""",""major""";;
"190396,""NSS fails to use CRL's if you have an nCipher token installed"",""major""";;
"179918,""<script FOR=""""window""""> elements don't load in Mozilla"",""major""";;
"185965,""Title tooltips do not go away on mouse out"",""major""";;
"185107,""[FIX]Popup menu after right-click inside an iFrame is in wrong place."",""major""";;
"171274,""URL bar spoofing using XUL <browser type=""""content-primary"""">"",""major""";;
"130620,""Moz 0.9.9 misses mouseout events if the background color is changed"",""major""";;
"163893,""No matter what page I go to, any link I click on does not update the address box."",""major""";;
"191916,""Unable to use SOAP / WSDL in recent builds"",""major""";;
"8581,""missing GetIID() methods on interfaces"",""major""";;
"86917,""socket transport should try all ip addresses returned by DNS service Trunk M098 [@ PR_GetIdentitiesLayer]"",""major""";;
"192561,""[ps] Printing busted on OpenVMS"",""major""";;
"188856,""https gets Error Code: -8173 when DHE ciphers negotiated"",""major""";;
"77517,""Composer New Page Settings panel does not fit in panel."",""major""";;
"178667,""lack of merging of styles/tags"",""major""";;
"163712,""Changing font takes no action"",""major""";;
"75823,""REGRESSION: restricting event pseudos on XUL - bad bad bad"",""major""";;
"109808,""* style overrides textarea style"",""major""";;
"141261,""we enable/disable the quirk stylesheet too late"",""major""";;
"154921,""Mozilla doesn't redraw invalidated window | window not invalidated properly."",""major""";;
"168596,""class selectors on non-subject sequence of simple selectors always match XML content"",""major""";;
"175131,""body or root background not repainted properly when combined with framechange hint"",""major""";;
"173072,""scroll bar missing after text zoom"",""major""";;
"178407,""Changed Stylesheets override style object"",""major""";;
"191682,""Cookie manager uses O(2n^2) algorithm to display cookies"",""major""";;
"134967,""building security with gmake on windows doesn't handle spaces in $USERNAME"",""major""";;
"182499,""<td>|<tr> onClick= and :hover does not work if <caption> ist defined"",""major""";;
"123293,""wyciwyg://0/* urls sent as referrers after document.write"",""major""";;
"191948,""The libfilename test in the 32-bit HP-UX builds fails."",""major""";;
"105917,""Downloading attachments in Hotmail goes into infinite redirect loop"",""major""";;
"193017,""downloading via ftp doesn't proceed"",""major""";;
"194014,""abs. pos. div too tight for auto width table"",""major""";;
"146164,""nsHTMLEditor::RemoveInlinePropertyImpl() removes too much"",""major""";;
"179384,""Merging blocks via forward delete sends selection to front of doc"",""major""";;
"161106,""html editor won't join blocks when backspacing/deleting"",""major""";;
"162976,""CRL updates need to be atomic in softoken"",""major""";;
"190161,""certutil -L -n """"nickname"""" displays only the first cert"",""major""";;
"185692,""enable prefetching of '?' URLs in the context of rel=prefetch"",""major""";;
"194738,""Phoenix/Mozilla minimizes to toolbar then re-opens"",""major""";;
"188525,""links in W3C CSS3 specs don't work"",""major""";;
"194726,""Major layout regressions in 1.3b 64-bit build"",""major""";;
"160207,""SSL/TLS attack on block cipher padding in CBC mode"",""major""";;
"196919,""mLastFloaterY doesn't enforce that float can't be above earlier float"",""major""";;
"48861,""cannot click in empty table caption"",""major""";;
"56228,""only first part of link gets :focus and :active (<a> containing <div>)"",""major""";;
"195727,""Compiler warning in netwerk/streamconv/converters/mozTXTToHTMLConv.cpp"",""major""";;
"145305,""Floaters don't split when printing"",""major""";;
"193267,""Code cleanup for nsSocketTransport2.cpp"",""major""";;
"196603,""devedge.netscape.com - menus and """"customize"""" do not work in recent nightlies"",""major""";;
"56629,""Proxy: Client->Proxy connection errors should show proxy, not target hostname"",""major""";;
"193593,""OS/2 turbo mode doesn't work - problem with session-logout"",""major""";;
"66134,""nsDerivedSafe doesn't work on gcc 2.96 and gcc trunk"",""major""";;
"197082,""SSL fails when doing client auth with a password-less token"",""major""";;
"66015,""WMP: Windows Media Player broken on NT and 95 only"",""major""";;
"198133,""Leaks from zlibAlloc"",""major""";;
"198613,""WSDL Fails to build on AIX"",""major""";;
"176439,""""""ld: fatal: file $ORIGIN: open failed: No such file or directory"""" in """"./security/nss/lib/softoken"""""",""major""";;
"198568,""DOM serializer scriptability (bugzilla edit attachment as comment) is broken"",""major""";;
"198635,""In Composer, _moz_dirty attribute is added to HTML elements in the BODY"",""major""";;
"197975,""""""plugin.expose_full_path"""" pref doesn't work"",""major""";;
"191835,""FTP leaks control socket"",""major""";;
"199216,""adding domain.com to whitelist doesn't allow popups from *.domain.com to appear"",""major""";;
"199108,""Changes to cookie prefs need restart to take effect"",""major""";;
"189965,""ANY connection error treated as TCP RST, resulting in """"the document contains no data"""" [was: Yahoo - The connection was refused when attempting to contact rd.yahoo.com]"",""major""";;
"191172,""need to generate prototype during gmake solarispkg"",""major""";;
"154971,""SOAP doesn't work over https"",""major""";;
"169975,""LDAP memory cache accesses response list w/o locking mutex"",""major""";;
"144280,""Error while building libldap50.so"",""major""";;
"138442,""LDAP needs a real 'make install' target"",""major""";;
"155463,""Access violation using web  service proxies in xmlextras"",""major""";;
"105397,""caret not displayed for text inputs using style=""""text-align: right"""" on first click"",""major""";;
"114339,""Mozilla fail to paste correctly into password fields"",""major""";;
"200574,""nscore.h needs an explicit dependency upon mozilla-config.h"",""major""";;
"192320,""Cannot down arrow in file"",""major""";;
"101332,""More/Fewer button in Composer dialogs moves offscreen and/or does bad resize"",""major""";;
"160547,""table size / line wrapping incorrect"",""major""";;
"200049,""[minimo] land uconv build changes."",""major""";;
"153649,""Linebreaking inside quoted text is extremely slow, freezes Mozilla."",""major""";;
"159842,""parser has no mechanism to allow parsing of incomplete html fragments"",""major""";;
"201299,""XUL trees and listboxes don't scroll from the scrollbar"",""major""";;
"201054,""Proxy: CONNECT:  (SSL Proxy) w/ NTLM auth fails"",""major""";;
"150566,""Readonly text fields aren't read-only"",""major""";;
"162874,""Tons of asserts when changing list type (and other editing actions)"",""major""";;
"171007,""Can't enter some local characters"",""major""";;
"177333,"" --enable-plaintext-editor-only no longer build"",""major""";;
"136562,""textarea updates every second keypress"",""major""";;
"126259,""composer creates """"underlined blanks"""" after pictures with link"",""major""";;
"180303,""Insert HTML broken"",""major""";;
"195000,""Shockwave director plug-in does not work"",""major""";;
"201985,""floats being lower than prior floats not completely working"",""major""";;
"201574,""Many Unaligned access messages when reading XUL.mfasl"",""major""";;
"201339,""Drop down Javascript menu titles aren't working."",""major""";;
"8372,""UMR in CSSLoaderImpl::ParseSheet()"",""major""";;
"97754,""HTML special characters are not commented in FTP directory listings"",""major""";;
"173867,""http expires header with date-in-past causes miscalculation"",""major""";;
"173376,""embedders need access to necko's HTTP auth cache"",""major""";;
"164189,""nsLocalFile::GetParent fails if the file has been deleted"",""major""";;
"202597,""SOAP services do not honor XML Schema subtype rules for xsi:type"",""major""";;
"180711,""position:relative blocks don't flow around floats"",""major""";;
"202917,""[FIX]CSS anchors move when mouse overing them"",""major""";;
"201295,""Changed toplevel images don't reload [file:// URLs]"",""major""";;
"203030,""Crashes in Permission Manager"",""major""";;
"202376,""PNG transparency/alpha issues"",""major""";;
"201865,""Images added by script not subject to blocking"",""major""";;
"115253,""[FIX]Comboxes can't be opened in DIV with scrolls !"",""major""";;
"70208,""Networking routinely stalls since necko async landing"",""major""";;
"84242,""FTP URL parsing broken"",""major""";;
"195746,""Corrupt cache / HTTP networking - Wrong images, incomplete pages, octet-stream download dialog"",""major""";;
"67027,""Having int chars in install folder name doesn't uninstall anything"",""major""";;
"143514,""Cannot uninstall program folder and installed contents folder if those folder names are full-width katagana"",""major""";;
"195956,""filenames w/ 8 or more spaces truncated in ftp directory listing & not found for selection"",""major""";;
"177964,""FTP: can't download file with # in its name"",""major""";;
"114660,""Refer: should not send data: URLs"",""major""";;
"195944,""AIX doesn't support Mozilla's default on-the-spot editing style"",""major""";;
"195260,""Often refuses to paste from Microsoft Office XP Clipboard"",""major""";;
"203813,""Digest auth does not work with SSL proxy"",""major""";;
"203364,""Resizing images and tables in midas does not work"",""major""";;
"201180,""mozilla's AtkUtil implementation doesn't support atk_add_key_event_listener"",""major""";;
"203505,""[FIX]UMR: Uninitialized memory read in nsDOMEvent::nsDOMEvent"",""major""";;
"202183,""KeyManager.java passes unchecked pointers to native functions"",""major""";;
"204796,""txStylesheetCompiler.cpp fails to build in VisualAge C++ v6"",""major""";;
"200999,""crash with more than one xsl:strip- or preserve-space"",""major""";;
"186538,""Touching the ownerElement of an attribute through XPath generates a security error."",""major""";;
"179537,""nspr log and getBaseURI don't mix."",""major""";;
"141608,""XSLT stylesheet with wrong mimetype or HTTP header doesn't report error"",""major""";;
"190499,""xpath subtraction produces incorrect results"",""major""";;
"148130,""[mac] keydown Event Listeners aren't functioning at all"",""major""";;
"206782,""[RFE] The Font setting pick up """"[System Default]"""" for empty factory-default values"",""major""";;
"122479,""[mac] page access key with letters are not functional with A, Button, Textarea or Label elements"",""major""";;
"163034,""Wrong table rendering - 1.0 branch only"",""major""";;
"143132,""Installation failed when installing under some locales on RH Linux"",""major""";;
"192291,""[FIXr]Not reflowing when inside position:fixed element"",""major""";;
"207614,""prcpucfg.h always updated"",""major""";;
"176201,""Dhtml popup menus fail to work after print preview"",""major""";;
"203723,""Table cell data shifts out of table on indent"",""major""";;
"141702,""Redirection limit exceeded [not sending Authorization header on 302]"",""major""";;
"204138,""Cannot enumerate all event properties without exceptions being thrown"",""major""";;
"98558,""Composer-only: Drag-selecting in a table cell should change to """"Cell Selection"""" mode when table cell boundary is crossed."",""major""";;
"120875,""Flash contents responds to mouse even if another tab opens"",""major""";;
"137982,""Page elements are sometimes misdrawn as grey boxes or in wrong position"",""major""";;
"138737,""disabled and checked checkbox isn't displayed as checked"",""major""";;
"191920,""P3P Summary button does not work anymore"",""major""";;
"173363,""Depending on where the selection is made on text, font information gets lost when drag & drop."",""major""";;
"159938,""Norton Internet Security: Blank page is displayed for specific URL"",""major""";;
"209946,""Copying the text on the web by the right mouse button doesn't work."",""major""";;
"195558,""Java Applet doesn't appear at all if width and height are given in % (percent)"",""major""";;
"160382,""lost the ability to log on to bugzilla and see the forms"",""major""";;
"127755,""ISO-8859-11 (Latin/Thai) Support"",""major""";;
"211969,""Text with &middot and superscripts is very badly layed out."",""major""";;
"209121,""Digest authentication incorrectly includes fragment identifier in URI when computing A2"",""major""";;
"152287,""Can't save files to NFS mounted drive on MacOS X"",""major""";;
"156764,""Interface hangs after clicking onto a tooltip"",""major""";;
"16630,""uxshm.c is broken by not including fcntl.h always"",""major""";;
"211485,""privileged evaluation of cross-domain XPath expression fails"",""major""";;
"1337,""Dr Watson during certain searches/browsing of a DN"",""major""";;
"211378,""Unable to paste into editor widgets with middle mouse button"",""major""";;
"202053,""signing of softokn3.dll may fail on OS/2"",""major""";;
"94693,""Enhancement - way of making standard library readonly/permanent"",""major""";;
"212277,""Cannot create a link to Named Anchor in Composer or New Email"",""major""";;
"213344,""mozilla (and Netscape 6.x & 7.x) parse .SMIL files incorrectly"",""major""";;
"210110,""selection at end of line spans multiple lines in embedded text editor"",""major""";;
"201815,""Going back to the previous web page sets vertical scrollbar [scroll bar] elevator in the wrong position [at top] using Classic theme"",""major""";;
"209033,""(Shockwave, Flash, ?) all typed letters (from kbd) appear TWICE in dialog windows"",""major""";;
"181677,""delete first word in table cell, caret jumps to previous cell"",""major""";;
"214343,""[FIX]Selection missing pieces and does not cancel properly"",""major""";;
"213591,""iframes, input images/buttons are not displayed/rendered/visible/are missing 20030723 regression"",""major""";;
"193585,""nsCOMPtr logging broken in GRE builds"",""major""";;
"214623,""iframe overlaps text until i force a reflow"",""major""";;
"215460,""accept cookie dialog's """"...all cookies from this site"""" checkbox does not always suppress further prompting"",""major""";;
"213282,""mozilla not sending basic authorization header"",""major""";;
"215325,""Mail/News Account Wizard starts up with Back/Finish buttons"",""major""";;
"217636,""cookperm.txt index wrong, two image entries, no cookie entry"",""major""";;
"197236,""Pagelinks does not show."",""major""";;
"210229,""Helper app Window for text/html document (two comma-delimited charsets in http content-type header)"",""major""";;
"211010,""Memory leak of 576 bytes from 3 blocks allocated in PR_Malloc"",""major""";;
"220203,""[FIX]Server sent encoding headers ignored since Mozilla 1.5"",""major""";;
"217949,""NTLM Authentication does not work on NT4"",""major""";;
"205360,""libxpcom.so depends on non-existent libiconv.so"",""major""";;
"182155,""Form badly displayed and unusable when HTML starts by <form> tag"",""major""";;
"106656,""tabs' use of child nodes is inconsistent"",""major""";;
"206776,""remove obsolete files under mozilla/directory/c-sdk/ldap/libraries/msdos/winsock"",""major""";;
"209016,""Unable to build the LDAP Java SDK Source"",""major""";;
"209303,""decoder not initialized in LDIF.java when using DataInputStream constructor"",""major""";;
"5403,""Services improperly released: Use NS_WITH_SERVICE"",""major""";;
"203239,""Unable to scroll down with mousewheel over objects contained in IFRAMEs"",""major""";;
"210125,""need to be able to AsyncWait for closure only"",""major""";;
"200219,""Ensure that pipes and socket transports don't leak if all references to them are released"",""major""";;
"134370,""Moz displays my ftp password in 24-pt bold font"",""major""";;
"222023,""regression: pref parser should accept single-quote delimited strings [was: Extension default preferences in [application folder]/defaults/pref are not parsed]"",""major""";;
"199497,""Image Manager: multiple windows can be opened"",""major""";;
"147894,""CSS pseudo-element :after for body tag displayed incorrectly on first load if content spans multiple lines"",""major""";;
"223252,""Building process (with gcc for windows) breaks in nsJSEnvironment.cpp"",""major""";;
"193788,""[ATK Accessibility] implement accessible object for <editor>"",""major""";;
"81112,""old URL sticks around after document.write()"",""major""";;
"223365,""Cookies are not sent when accessing localhost"",""major""";;
"75963,""newline (whitespace) is messing with the layout of list items"",""major""";;
"166085,""Assertion constructing about: URIs [@nsAboutProtocolHandler:122]"",""major""";;
"209827,""import of certificate/privatekey+CA-certificate from pkcs12 file fails"",""major""";;
"211719,""opener is being reset to null when used within frameset"",""major""";;
"212821,""after printing only page 1,  pages 2-8 are missing from print preview"",""major""";;
"208622,""Some animated GIF images don't display properly"",""major""";;
"209902,""Images from same 2nd-level domain and another 3rd-level domain shouldn't be blocked"",""major""";;
"224737,""[FIX] thumbnails on browse.deviantart.com aren't spaced out"",""major""";;
"189689,""intermittent duplicated content on pages, CRC errors in downloads"",""major""";;
"225301,""cmsutil test program IGNORES BAD SIGNATURES"",""major""";;
"224769,""Print style sheet prints div's set to display:none"",""major""";;
"225771,""Gecko JUMP Travel demo no longer works"",""major""";;
"6270,""TRACKING: mouse event handling in tables"",""major""";;
"224339,""Image blocker depends on MailNews"",""major""";;
"224749,""REUSABLE_CREDENTIALS and REUSABLE_CHALLENGE flags ignored in nsHttpChannel::setAuthorization"",""major""";;
"49813,""""""threadsafe"""" nsDirectoryIndexStream uses nsDirEnumeratorUnix triggering """"not thread-safe"""" assertion"",""major""";;
"188003,""regression area tests fails (tests incorrect)"",""major""";;
"226405,""[gtk2] paste into html compose window doesn't work"",""major""";;
"153032,""Implement almost-standards rendering mode"",""major""";;
"225243,""[ps] Page appears reversed (mirrored) when printed"",""major""";;
"224546,""Change Win 'Regional Settings' -> lose button functions & text"",""major""";;
"150563,""[Meta]Mozilla ATK Implementation (MAI) Test Cases"",""major""";;
