"Bug ID,""Summary"",""Severity""";
"172930,""issues loading userChrome.css and other css files via file:"",""blocker""";
"54804,""PAC: migrated profiles set to PAC go deaf to network"",""blocker""";
"174527,""nsPresContext.cpp has """"bad"""" #include"",""blocker""";
"177173,""export more string fanout."",""blocker""";
"47353,""ModifyRequest HTTPNotify listener is called before all headers are set"",""blocker""";
"177534,""checkins in ckfw broke linux build"",""blocker""";
"118726,""leak regression from landing of bug 54349"",""blocker""";
"131329,""about:cache is broken"",""blocker""";
"43826,""Nightly Build failure with workshop 6 (AKA forte6) SPARC"",""blocker""";
"107534,""assertions on test0.html"",""blocker""";
"13706,""[PP]Dogfood[BLOCKER] Links fail in Child window Mac and Linux Apprunner"",""blocker""";
"16551,""[DOGFOOD] CRASH when migrating a profile on mac, (deleting EventQueueEntry object, and then trying to access it's mQueueStack by calling GetEventQueue())"",""blocker""";
"174468,""PK11_TokenKeyGen's attribute template is too small"",""blocker""";
"122317,""Javascript write to frame failed due to permission denied"",""blocker""";
"179983,""prefetching is broken on the 1.0 branch"",""blocker""";
"180098,""""""--enable-activex-scripting"""" option seems to break composition window."",""blocker""";
"152814,""detecting BOM when loading script"",""blocker""";
"88747,""nsCRT::atoi should be removed or fixed"",""blocker""";
"183711,""Send button doesn't work in Hotmail"",""blocker""";
"182771,""After registering a component, can't start mozilla (crashes)"",""blocker""";
"184681,""qt port fails to compile in plugins code"",""blocker""";
"180293,""OpenVMS build -> GNV: NSPR build Changes"",""blocker""";
"62787,""XML bindings fail to load when the profile manager dialog is up"",""blocker""";
"26681,""Crash in nsSocketTransport::doRead() while browsing GIMP's gallery..."",""blocker""";
"163039,""Edit Attachment As Comment broken (serializer throws exception)"",""blocker""";
"73038,""[FIX] filepicker broken, regression"",""blocker""";
"108359,""crash when opening subscribe dialog ( crash in grid code ) - Trunk [@ nsGridRow::MarkDirty]"",""blocker""";
"103477,""rendering breaks (or crash) when going from tweakers.net to bugzilla - Trunk [@ nsVoidArray::IndexOf][@ IndexOf]"",""blocker""";
"187919,""Fails to launch with XML parsing error"",""blocker""";
"75918,""ldap build changes for OpenVMS"",""blocker""";
"75318,""LDAP doesn't build on FreeBSD"",""blocker""";
"141067,""build bustage with --enable-xpctools"",""blocker""";
"38764,""Background image on an inline element is repeated if element is displayed in multiple frames"",""blocker""";
"189364,""PK11_FreeSymKey clobbers token symmetric key"",""blocker""";
"189623,""chosing Product on bugzilla query.cgi makes all components disappear"",""blocker""";
"189691,""ldap component fails to build with latest CVS 20030119"",""blocker""";
"190256,""stringbundles no longer work all over"",""blocker""";
"191005,""NS_ERROR, NS_ASSERTION, NS_WARNING do not work on Linux"",""blocker""";
"190326,""crash in nsJARChannel.cpp when launching calendar"",""blocker""";
"190460,""crashes on startup [@ nsZipArchive::ReadInit]"",""blocker""";
"163228,""Trunk startup crashes [@ nsPluginHostImpl::WritePluginInfo]"",""blocker""";
"191793,""FIPS test failures in backward compatibility testing"",""blocker""";
"188440,""textfields clobber selection when they should not."",""blocker""";
"178519,""Mousemove events do not work when position is not static"",""blocker""";
"191415,""XPCOM needs to store GRE relative paths."",""blocker""";
"166894,""Changing trust on a token cert causes a failure."",""blocker""";
"195792,""Japanese text is displayed in Chinese font"",""blocker""";
"191055,""compreg.dat woes..."",""blocker""";
"198023,""files copied in cvs repository not removed"",""blocker""";
"198482,""OS/2 won't build"",""blocker""";
"198543,""Build NSS 3.8 on BeOS"",""blocker""";
"199134,""build failed shlibsign on FreeBSD 4.7-RELEASE. maybe '-pthread -lsoftokn3' is required"",""blocker""";
"134721,""New LDAP code doesn't build on OpenVMS"",""blocker""";
"135027,""Invalid Flag Passed To ld on NetBSD/i386 using TOT source"",""blocker""";
"136910,""ldap build bustage on QNX"",""blocker""";
"180291,""OpenVMS build ->  GNV: LDAP Changes"",""blocker""";
"198983,""Crash on Print in print dialog [@ SyncFrameViewGeometryDependentProperties]"",""blocker""";
"199625,""Building Mozilla 1.3 on IRIX with MipsPRO 7.4 fails"",""blocker""";
"180294,""OpenVMS build -> GNV: NSS Build Changes"",""blocker""";
"196004,""NSPR build fails when using GNU ld on Solaris"",""blocker""";
"88690,""every other character shows up when typing"",""blocker""";
"126797,""Undo/Redo doesn't work in Text widgets, Composer, and Mail"",""blocker""";
"174369,""cannot break quoted text"",""blocker""";
"200974,""NetBSD build failure - complains about libnss3.so"",""blocker""";
"199649,""Yahoo! Mail Remains Broken After Bug 198870 Fixed"",""blocker""";
"193062,""cross-compiling plugin sdk fails"",""blocker""";
"112789,""disabled <radio> elements should not get focus"",""blocker""";
"200179,""Build starts failing in ./security/nss, with shared library problems in shlibsign"",""blocker""";
"191739,""Conn: not work if loopback is disabled"",""blocker""";
"137656,""Uninstall failed if installation folder name contains double byte characters"",""blocker""";
"204676,""Left Mouse click doesn't load link"",""blocker""";
"143316,""Mac: keyboad events not working with all full-page plugins"",""blocker""";
"205817,""Pages with flash animations not loading"",""blocker""";
"44041,""WWW-Authenticate: compatability w/ multiple lines"",""blocker""";
"207207,""Compile error on nsDocAccessible in slackware 9.0"",""blocker""";
"207081,""only create profile window comes up on start attempt"",""blocker""";
"194652,""OS/2 - cannot load any page"",""blocker""";
"104055,""RSA WITH AES ciphers fail on AIX"",""blocker""";
"198751,""already existing cookies not beeing overwritten, logins fail or continuously reload"",""blocker""";
"122312,""[Active Accessibility] No DefaultAction for Select Options"",""blocker""";
"211729,""FTP listing in latest builds is broken."",""blocker""";
"201663,""FTP download from nightly / trunk - archives are short"",""blocker""";
"198870,""Yahoo Mail login is broken (javascript reading of document.cookie returns nothing)"",""blocker""";
"219961,""Unable to use JSS/NSS in HP-UX"",""blocker""";
"219456,""proxy browsing broken on todays cvs 20030917"",""blocker""";
"219487,""Make new DNS code build/run on OpenVMS"",""blocker""";
"221643,""regression: escape sequences in pref name not handled correctly"",""blocker""";
"219104,""Mac builds not loading URLs because PRNetAddr::raw.family is 4098 instead of 2"",""blocker""";
"203937,""an extra """"print."""" is added to printing preference name"",""blocker""";
"219296,""build fails on nss"",""blocker""";
"219458,""libnspr4.so does not compile on SunOS 5.9 (Solaris 9)"",""blocker""";
"224526,""Page isn't scrolled using slider."",""blocker""";
"230516,""Attempting to print a page results in a crash (nsCOMArray_base::~nsCOMArray_base())"",""blocker""";
"173715,""NSS crashes in OCSP"",""blocker""";
"125341,""AIX bustage due the |char*|-->|const char*|-changes in bug"",""blocker""";
"235207,""Build failure in mozilla/xpcom/string/src/nsStringObsolete.cpp"",""blocker""";
"235273,""""""/export/home/timeless/mozilla/xpcom/io/nsLocalFileCommon.cpp"""", line 110: Error: nsACString::nsACString(const nsACString&) is not accessible from nsLocalFile::CreateUnique(unsigned, unsigned)."",""blocker""";
"221385,""Crash in libc strftime on completion of downloading any files"",""blocker""";
"166217,""Print settings on Linux are saved at shutdown but not read at next start"",""blocker""";
"234916,""Remove global/static NS_NAMED_LITERAL_C?STRING usage [was: Firefox crashes on startup on Mac OS X]"",""blocker""";
"120821,""[viewpoint] Plugin paints in the wrong part of the screen when on a Div tag"",""blocker""";
"110284,""Hang while trying to print these sites"",""blocker""";
"119621,""Plug-ins refreshed on page on every other refresh interval"",""blocker""";
"242382,""Trunk build failure in nsObjectFrame.cpp"",""blocker""";
"243473,""nsLocalFileWin shortcut resolver does more work than necessary"",""blocker""";
"242589,""Optimize accessible tree walking"",""blocker""";
"251213,""ftp urls fail to load"",""blocker""";
"252085,""Compile error :  modules/plugin/base/src"",""blocker""";
"251648,""cookies are not saved"",""blocker""";
"29908,""Crash on quit after using mail";" horks machine"",""blocker"""
"20887,""LDAP ADD: Protocol Error / random core with PerLDAP"",""blocker""";
"268090,""[FIXr]corrupt painting of select"",""blocker""";
"251939,""23 errors in npunix.c"",""blocker""";
"232742,""Mozilla incl. firebird does not build on Amd64 cpu"",""blocker""";
"276719,""Can't Choose FORM Select options"",""blocker""";
"38989,""Triggering xpis does not install and freezes seamonkey (crash)"",""blocker""";
"49515,""Regression: Mac plugins don't work"",""blocker""";
"279015,""build breaks with 'gtk_icon_source_set_icon_name' undeclared"",""blocker""";
"265461,""Embedded plugin content behave like regular images on click (showing a dotted border)"",""blocker""";
"264129,""Plugins embedded in html behave like regular images on click and keys (can't type in Flash)"",""blocker""";
"190333,""SVG / GDI+ build fails to load"",""blocker""";
"280901,""Mozilla build fails when trying to build in mozilla/extensions/spellcheck/myspell/src directory."",""blocker""";
"283612,""Composing a mail or replying to one doesn't work"",""blocker""";
"7427,""[QA blocker]: Japanese page/mail displays as blank squares"",""blocker""";
"46974,""General font handling problem: square boxes instead of letters"",""blocker""";
"288063,""Perhaps an error on Chaprer 11 code sample in Determining If the Server Supports LDAPv3 section"",""blocker""";
"288360,""www.wired.com loads without CSS"",""blocker""";
"287690,""applet crashes Firefox - Trunk [@ nsPluginTag::RegisterWithCategoryManager ]"",""blocker""";
"287490,""can't save any files with progress dialog -- filepicker fails to open"",""blocker""";
"288831,""news.bbc.co.uk hangs firefox"",""blocker""";
"279105,""International keyboard input completely broken (typed text displays as accented Latin-1)"",""blocker""";
"292373,""Plugin Installation Fails / about:plugins returns """"No plug-ins are installed"""""",""blocker""";
"291861,""XPCDispInterface.cpp fails to compile with Microsoft Visual Studio 2005 Beta 2"",""blocker""";
"136677,""page-load (tp) increased by 1.5%"",""blocker""";
"289844,""2 errors detected in the compilation of nsHttpAuthManager.cpp"",""blocker""";
"16612,""Native class use at startup fails"",""blocker""";
"256994,""Error in """"intl/src/mac"""" when trying to build Firefox with Apple GCC-3.5-tree-ssa"",""blocker""";
"305310,""[FIX]###!!! ASSERTION: module already initialized: '!gInitialized' when starting SeaMonkey"",""blocker""";
"305708,""mingw build breaks in widget"",""blocker""";
"294333,""NSS fails to build with cygwin on Windows ME (MSVC6 SP5)"",""blocker""";
"27601,""Mozilla Fails to Launch Properly without msvcirt.dll"",""blocker""";
"307478,""Build failure with syntax error in nsDebug.h"",""blocker""";
"167355,""non-inline document.write does not work in builds after 090522"",""blocker""";
"199366,""OpenVMS compiler craps out on """"readonly"""" label"",""blocker""";
"284077,""Build of 1.8b1 fails on solaris"",""blocker""";
"235691,""Mozilla/Firefox don't start"",""blocker""";
"269472,""Crash opening about:plugins[@ JS_GetPrivate][@ PL_strcmp]"",""blocker""";
"108880,""crash / segfault on view-source - Trunk [@ 0x00000000 - nsDefaultURIFixup::CreateFixupURI]"",""blocker""";
"315637,""New version of JEP (0.9.5+b), please land on trunk and branch"",""blocker""";
"322764,""Win98SE and WinME / keyboard problem: Can't start trunk FFv1.6a1 or SMv1.5a tinderbox zip or exe builds as of 08 Jan with old or new profile"",""blocker""";
"298478,""Downloads fail with """"..could not be saved, because the source file could not be read"""" (error in JS Console: """"Error: uncaught exception:Permission denied to get property RegExp.constructor"""")"",""blocker""";
"327638,""sqlite_int64 and PRInt64 are not compatible types"",""blocker""";
"327105,""With ECC enabled, servers negotiate _DHE_ cipher suites"",""blocker""";
"311908,""Oracle Jinitiator Plugin no longer loads"",""blocker""";
"328592,""TARGET_XPCOM_API undefined for OS X PPC"",""blocker""";
"328960,""Dropdown lists don't display selected item / Can't select item in Dropdown lists"",""blocker""";
"328579,""Cairo-windows installer builds fail to install (C++ runtime error)"",""blocker""";
"233211,""Dragging favicon from Location Bar to Personal Toolbar crashes Mozilla at dropping"",""blocker""";
"241993,""Use window class name corresponding to UI/content/general"",""blocker""";
"242709,""Disabling Submit button prevents form from submitting"",""blocker""";
"251510,""overflow (and thus scrolling) broken on comboboxes and listboxes (selects)"",""blocker""";
"279496,""can't copy or paste in <input> and <textarea>"",""blocker""";
"283046,""File input button does not properly render (in embedding apps)"",""blocker""";
"283478,""crash when dropping Favicon dragged from Location bar - Trunk [@ nsNativeDragTarget::ProcessDrag][@ 0x00000013 | 0x00000010 - nsDragService::StartInvokingDragSession ]"",""blocker""";
"292856,""Javascript windows do not have visible text labels or text boxes"",""blocker""";
"294920,""Right Click Context menu contains all options"",""blocker""";
"294922,""Tab Titles are not updated"",""blocker""";
"306467,""Automatic proxy configuration URL doesn't work - Regression since 2005083006 Nightly"",""blocker""";
"329315,""Toolbars, inputfields and buttons on wrong place, progress indicator on top, menuitems disappear onclick, etc. etc."",""blocker""";
"328262,""Incorrect stress test cache statistics cause QA test failures"",""blocker""";
"331453,""Downloading a binary file results in a corrupted file"",""blocker""";
"318967,""Implement DSA algorithm tests for FIPS 140-2 validation"",""blocker""";
"317145,""SeaMonkey crash when using shift+F10 in MailNews compose-window [@ nsEventListenerManager::PrepareToUseCaretPosition]"",""blocker""";
"331111,""SSL3 """"extended"""" tests all failing on Windows Tinderbox"",""blocker""";
"337481,""startup problems after nsIThreadManager landing [@ nsNodeInfo::GetNamespaceURI]"",""blocker""";
"336100,""Attributes to var arguments = window.arguments[0]";" give void an evaluation [Can't create new sub folder]"",""blocker"""
"339022,""Assertion failure: !JS_IsExceptionPending(cx) on Startup for SeaMonkey XUL App Linux builds"",""blocker""";
"339634,""GLib-GObject-CRITICAL **: gtype.c:2215: initialization assertion failed, use IA__g_type_init() prior to this function"",""blocker""";
"340517,""windows native theme broken (with classic theme)"",""blocker""";
"341422,""Select All, Copy, Cut, undo, text editing functions, broken"",""blocker""";
"341455,""Crash in pk12util on Windows";" pk12util and certutil test failures on other platforms"",""blocker"""
"336335,""memory leaks in freebl with ECC and RSA cipher suites (CVE-2006-3127)"",""blocker""";
"343708,""Crash when opening Firefox prefwindow (since JS 1.7 alpha trunk landing)"",""blocker""";
"331117,""Layout module should not shut down until all documents have been released"",""blocker""";
"344914,""crash caused by GetImageData";" buggy JSObject allocation"",""blocker"""
"346801,""Regression: """"forever repeated"""" slow/unresponsive script warnings"",""blocker""";
"333051,""Menus (top-level and context) no longer work"",""blocker""";
"340443,""Not possible to use the XPCOM glue when linking against static CRT, crash on startup with tests enabled"",""blocker""";
"349519,""Crash and incorrect results for GetOffsetAtPoint()"",""blocker""";
"354551,""Doesn't start with """"undefined symbol: pango_context_get_font_map"""" since 26th"",""blocker""";
"342533,""crash loading any MathML page [@ nsSubstring::AssignASCII]"",""blocker""";
"356670,""The ASCII text rendering is broken on Linux (regression of bug 356235)"",""blocker""";
"291542,""regression crash in certutil when request has no attributes"",""blocker""";
"311279,""crmftest core dumps on HP-UX"",""blocker""";
"265501,""Merge 32 and 64 bit versions of prcpucfg.h on Solaris"",""blocker""";
"361470,""Fix Solaris build after refactoring xptcall"",""blocker""";
"361058,""gcc2.95.3 fails to compile nsListBoxBodyFrame.cpp"",""blocker""";
"362108,""[cocoa-cairo PPC] Hang when scrolling in a tree (Download manager, Add on manager etc)"",""blocker""";
"354144,""[FIX] position:absolute is broken"",""blocker""";
"363002,""rows skipped when going down in URL autocomplete list"",""blocker""";
"364794,""Since 2006122218 build: all windows are completely empty [mac ppc only, intel mac ok]"",""blocker""";
"330340,""[BeOS]  Build broken in sqlite"",""blocker""";
"354549,""Various chrome bits including scrollbars disappear until hovered"",""blocker""";
"365683,""Form missing state visible/showing"",""blocker""";
"358808,""fatal error RC1015: cannot open include file 'afxres.h'."",""blocker""";
"333235,""Get Thebes to work on OS/2"",""blocker""";
"323526,""Fix xpcom build break on OS/2 on 1.8 branches"",""blocker""";
"5993,""[BLOCKED] ender-nsHTMLInputElement has a pointer to nsIWidget"",""blocker""";
"378255,""Patch for bug 375270 breaks GC_MARK_DEBUG builds"",""blocker""";
"377259,""Firefox fails to start with """"symbol lookup error: ./firefox-bin: undefined symbol: XineramaIsActive"""" (on Gentoo)"",""blocker""";
"361533,""arm port is broken XPTC_PUBLIC_API / XPTC_InvokeByIndex weren't updated for arm"",""blocker""";
"341573,""ECDHE SSL tests fail on UltraSparc with Studio 11 and -fsimple=2 option"",""blocker""";
"384511,""[10.3] +[NSGraphicsContext graphicsContextWithGraphicsPort:flipped:]: selector not recognized, and malloc errors, and pages won't load"",""blocker""";
"333251,""cairo-gtk2 builds are unusably slow due to native theme code"",""blocker""";
"385398,""breakpad build fails on x86_64 in dump_symbols.cc"",""blocker""";
"387848,""Greasemonkey stopped working"",""blocker""";
"390292,""Exports needed for SQLite on OS/2"",""blocker""";
"391147,""hunspell doesn't build with msvc7.1 (no support for variadic macros, """"unexpected in macro formal parameter list"""")"",""blocker""";
"57636,""Onload doesn't fire in javascript-generated documents"",""blocker""";
"367368,""<svg:circle> kills firefox: """"cairo-pen.c:323: failed assertion `i < pen->num_vertices'"""""",""blocker""";
"394407,""Unable to print or print preview"",""blocker""";
"396064,""9/4 Talos tp regression"",""blocker""";
"392061,""Live region object attributes are not being persisted for AT-SPI"",""blocker""";
"390787,""Many fonts and widgets do not display"",""blocker""";
"398882,""leading """"**"""" in """"ignored"""" file matches all leaks"",""blocker""";
"384172,""Updated builds to latest trunk crashes with selinux error while loading shared library: /opt/firefox/libxul.so"",""blocker""";
"400626,""Actionmonkey build broken: XPCCrossOriginWrapper.cpp:997: error: ‘JSAutoTempValueRooter’ was not declared in this scope"",""blocker""";
"402669,""crash in PR_Socket with IPv6 emulation on VMS and WinNT"",""blocker""";
"403470,""Strsclnt + tstclnt crashes when PKIX enabled."",""blocker""";
"360836,""SVG """"circles"""" example crashes Firefox [@ nsSVGUtils::WillModifyEffects]"",""blocker""";
"33768,""Need nsIFileUtils - MakeUnique() function"",""blocker""";
"199901,""OS/2 - Cookies don't work (PR_snprintf problem)"",""blocker""";
"403989,""Cannot save images with SeaMonkey any more"",""blocker""";
"308126,""Trunk build failure in libpr0n module"",""blocker""";
"413793,""trunk js shell debug windows fails to link"",""blocker""";
"414677,""Patch for bug 404386 breaks 64-bit build"",""blocker""";
"415426,""trace-malloc broken on fxdbug-win32-tbox (due to Vista SDK?)"",""blocker""";
"418649,""layout insepctor build bustage when building on windows mobile"",""blocker""";
"418650,""disable autodialer in windows mobile"",""blocker""";
"418651,""disable download scanner on windows mobile"",""blocker""";
"418664,""xslt doesn't build on Windows Mobile"",""blocker""";
"418658,""fixing build bustages on windows mobile"",""blocker""";
"418665,""windows mobile build error in js/src/jsdate.c"",""blocker""";
"418662,""xpcom build bustage on windows mobile"",""blocker""";
"418957,""js/src/prmjtime.c uses the wrong value for NS_HAVE_INVALID_PARAMETER_HANDLER on windows mobile"",""blocker""";
"419917,""Printed page contents are reflected inside bordered tables (Linux-only)"",""blocker""";
"421841,""Breakpad continually sends the same crash report over and over until you manually stop it"",""blocker""";
"345563,""MathML superscript and subscript no longer work"",""blocker""";
"422894,""Firefox 3 failed to start on Solaris SPARC since 2008-3-5"",""blocker""";
"423273,""Fix storage API to not break old behavior"",""blocker""";
"426011,""Uploading attachments to Bugzilla makes all Camino menus except """"Camino"""" and """"Edit"""" disappear"",""blocker""";
"426245,""Assertion failure went undetected by tinderbox"",""blocker""";
"423138,""browser test crashes on 64bit linux"",""blocker""";
"426565,""Firefox 3 crashes with Java applets"",""blocker""";
"430399,""vfychain -pp crashes"",""blocker""";
"430858,""Composer is unusable (can't type anything in the window etc)"",""blocker""";
"432424,""Random crashes in nss module with jemalloc enabled on Solaris/SPARC"",""blocker""";
"391551,""Upgrade to shared DB hangs on AIX."",""blocker""";
"442912,""fix nssckbi version number on 3.11 branch"",""blocker""";
"41490,""PSM Crashes for me with latest mozilla builds"",""blocker""";
"446302,""missing parenthesis in jemalloc"",""blocker""";
"255900,""Attaching an attachment is not possible on the gtk2 version"",""blocker""";
"214176,""Crash Opening Mail/News Component"",""blocker""";
"6175,""[PP]smoketest 5/10-M6 build does not recognize mail folders"",""blocker""";
"6176,""[PP]smoketest Regression - Can't sent mail message from Mac"",""blocker""";
"6315,""smoke test blocker: Send mail does not work"",""blocker""";
"15720,""[DOGFOOD] [Regression] - can't retrieve mail under POP"",""blocker""";
"7770,""alert windows are empty."",""blocker""";
"26966,""Beta1: POP: Receive message failed"",""blocker""";
"37902,""Unable to receive message in POP and IMAP"",""blocker""";
"13798,""[BLOCKER] [PP] Can't access IMAP - system freezes"",""blocker""";
"12638,""[QA Blocker] All mailnews networking activity is broken"",""blocker""";
"16182,""[Regression] Can't view messages in POP or IMAP"",""blocker""";
"49051,""Get nsDebug:: Assertion after selecting the second message"",""blocker""";
"73093,""Word attachments corrupted"",""blocker""";
"84731,""Mail send fails to complete when SSL set to """"When Available"""""",""blocker""";
"6740,""regression:crashing when displaying messages"",""blocker""";
"8755,""[BLOCKER] Clicking on a Messenger folder causes a crash"",""blocker""";
"23960,""[DOGFOOD][Blocker]Mail folders not visible."",""blocker""";
"9398,""[PP]Crash when expanding/collapsing accounts in folder pane (multiple identities)"",""blocker""";
"12207,""[QA Blocker] Local and News folders seem to be DOA"",""blocker""";
"17811,""[DOGFOOD][PP]Subject is blank in the thread pane."",""blocker""";
"38803,""Send crash"",""blocker""";
"4561,""[blocker] Clicking the Send button in Compose doesn't send the message"",""blocker""";
"27842,""Extra dialog after dismissing password dialog causes crash sometimes"",""blocker""";
"36831,""assertions when using imap in nsSocketTransport.cpp (no mPrintHost)"",""blocker""";
"27689,""Mail crashed when trying to launch it."",""blocker""";
"17179,""[dogfood] [BLOCKER] Sending a message does not work"",""blocker""";
"31959,""Linux mozilla build does not start"",""blocker""";
"41814,""[Regression]Plain text data got lost upon Send using HTML editor"",""blocker""";
"23132,""Can't log on to mail servers"",""blocker""";
"16680,""[DOGFOOD] Unable to type into plain text message body"",""blocker""";
"5736,""[PP] On Linux and Mac Get Messages does nothing"",""blocker""";
"12135,""Get Msg opens up a password dialog that doesn't do anything"",""blocker""";
"34561,""getting tons of """"Connection to the Server Timed Out"""" alerts when using imap."",""blocker""";
"37735,""Get Msg crashes"",""blocker""";
"37748,""Messenger folder pane blank"",""blocker""";
"39417,""Browser and Messenger hangs and traps garbage upon launching"",""blocker""";
"42836,""Crash opening mail"",""blocker""";
"5965,""Crasher build acceptance test Send and Receive mail"",""blocker""";
"31669,""Mac only:  Messenger has empty content"",""blocker""";
"23021,""[PP][DOGFOOD][BLOCKER] can't read news on the mac when using long newsgroup name"",""blocker""";
"38288,""Send fails and compose window does not close."",""blocker""";
"34167,""Message display is horked"",""blocker""";
"299133,""New POP account not created correctly, unusable"",""blocker""";
"111932,""mail with no to or cc or bcc header = crash - Trunk [@ MSVCRT.DLL - nsMsgHdr::GetMime2DecodedAuthor | nsMsgHdr::GetMime2DecodedRecipients | nsMsgHdr::GetMime2DecodedSubject]"",""blocker""";
"318750,""SeaMonkey does not know how to handle mail and postings"",""blocker""";
"65426,""Deleting a mail in a POP box crashes Mozilla"",""blocker""";
"82387,""Cannot send mail"",""blocker""";
"122351,""Windows 95 doesn't have Shell_NotifyIconW"",""blocker""";
"167944,""Customized headers troubles with mozilla 1.0.1 (but not with 1.0 !!)"",""blocker""";
"96282,""mailNews crashes on startup and via icon  - Trunk [@ nsOutlinerRows::Find][@ nsAssignmentSet::GetAssignmentFor]"",""blocker""";
"195364,""can't open compose window"",""blocker""";
"195367,""reply not quoting email?"",""blocker""";
"7613,""[BLOCKER] [PP] Unable to bring up the mail compose window"",""blocker""";
"8029,""[smoketest] [PP] regression - Mac build fails SMTP test - msg not formed correctly"",""blocker""";
"8570,""[BLOCKER] Regression - Compose and Send new messege crashes."",""blocker""";
"47391,""Send/Reply fails when using plain text editor"",""blocker""";
"130103,""Dataloss: Drafts / edit message as new brings up composer with blank body"",""blocker""";
"29837,""Addressing Widget - Second entry field positioned incorrectly"",""blocker""";
"110165,""Crash editing/scrolling To: field entries - Trunk & M098 & N621  [@ 0x00000000 - nsCSSFrameConstructor::FindFrameWithContent | nsHTMLInputElement::SetValueSecure]"",""blocker""";
"17460,""content of input fields are lost when collapse/expand toolbars"",""blocker""";
"117952,""Addresses Disappear when scrolling addressing widget"",""blocker""";
"7911,""[Smoketest]- regression -win32 failed smtp test"",""blocker""";
"13520,""We aren't getting the To field info from the compose window"",""blocker""";
"12335,""[BLOCKER] [PP] MsgCompose's Menu bar displays random characters and crash"",""blocker""";
"14045,""[DOGFOOD, REGRESSION] Quoting for for imap and pop not working today..."",""blocker""";
"16931,""[DOGFOOD] [Regression]Cannot type into a HTML reply message"",""blocker""";
"105906,""MailNews autocomplete hangs"",""blocker""";
"25103,""[BLOCKER] Subject edit field jumps over the addresseing widget"",""blocker""";
"10504,""[blocker] Sending a message doesn't send the body"",""blocker""";
"12549,""[BLOCKER] Can't send new mail"",""blocker""";
"41001,""[PP]Mac only: Unable to type in Receipient's field"",""blocker""";
"6338,""smoke test regression - Cannot type into the mail compose window"",""blocker""";
"8124,""[QA Blocker] Can't get plain text (email) compose window"",""blocker""";
"15313,""[DOGFOOD] The body text disappears in plain text mail upon send"",""blocker""";
"18922,""[DOGFOOD][REGRESSION][BLOCKER] Application hangs after Reply button is applied"",""blocker""";
"22001,""[DOGFOOD][PP]Crashed when trying to read the send message from the messages thread pane"",""blocker""";
"22329,""[dogfood][regression] The second time you close a msg compose window crash the app"",""blocker""";
"27095,""[Beta1]Content composed by HTML editor got lost"",""blocker""";
"27194,""mail compose broken - brings up huge empty window"",""blocker""";
"27830,""Recipient are not set during a reply/reply all and focus goes in wrong place"",""blocker""";
"37119,""New Msg, when you type in recipient, won't Send"",""blocker""";
"41137,""Autocomplete ignores address lists rendering them unusable"",""blocker""";
"47497,""After sending mail get dialog that says you can't save mail to local folder the crashes"",""blocker""";
"49953,""reply to a mail message doesn't populate address fields"",""blocker""";
"54481,""Impossible to send webpape or a file that include a """","""" in the URL"",""blocker""";
"24950,""prefiled recipient in Msg Compose doesn't show up until you click in it"",""blocker""";
"14146,""[PP, BLOCKER, MLK] GFX combo boxes cause zombie windows"",""blocker""";
"26618,""infinite reflow in addressing widget with more than one recipient"",""blocker""";
"14845,""[DOGFOOD] [PP] linux only typed text doesn't display until you press <enter> and start typing again"",""blocker""";
"10126,""[Blocker] Crash when sending a message"",""blocker""";
"13328,""Can't type in New Msg window"",""blocker""";
"21030,""[Dogfood][Regression]Reply/Reply all (HTML only) doesn't quote the original message"",""blocker""";
"30281,""Body of outgoing message is blank in today's build"",""blocker""";
"27154,""CreateAndSendMessage pops up unwanted Alerts"",""blocker""";
"12328,""[QA Blocker] Crash when opening compose window"",""blocker""";
"62818,""A crash occurs when trying to reply/quote a message"",""blocker""";
"19083,""[BLOCKER] System hangs on trying to compose message"",""blocker""";
"12496,""[Blocker] [Regression] HTML composition loose the body when sending"",""blocker""";
"170745,""error occuring while creating a message compose Window"",""blocker""";
"189011,""Composition window is - again - broken."",""blocker""";
"173953,""can't display classical quotation sign """">"""" anymore"",""blocker""";
"262244,""Crash when pressing Enter in Compose window header field"",""blocker""";
"69966,""unable to send mail"",""blocker""";
"70500,""Crash in opening mail compose window"",""blocker""";
"73028,""message sending broken if format dialog comes up."",""blocker""";
"75498,""PlainText reply puts everything on one line"",""blocker""";
"79587,""mail crashed on composition of new message when adding more than one recipient (or any other header type)"",""blocker""";
"134280,""opening compose window from navigator window crashes"",""blocker""";
"153354,""Composition window is completely broken."",""blocker""";
"173491,""Composition window is broken when replying."",""blocker""";
"127513,""opening message compose crashes in dibeng.dll and brings Windows 98 down with it"",""blocker""";
"113719,""Crash on sending mail when using tabulation in HTML mail compose - Trunk [@ nsXULTooltipListener::HideTooltip]"",""blocker""";
"134135,""can't change address to cc or bcc after hewitt's landing"",""blocker""";
"72614,""crash when I launch compose"",""blocker""";
"70505,""App crashes when attempting to compose a message"",""blocker""";
"138138,""[trunk] Crash in [@ nsProperties::ReleaseValues] clicking 'Compose'."",""blocker""";
"205236,""No compose mail window, no prefs window, dom inspector if browser.cache.check_doc_frequency set to 1"",""blocker""";
"126558,""Inserting Tab seems to lead to a crash"",""blocker""";
"100747,""send/send later/save as draft broken"",""blocker""";
"135456,""Mail compose broken"",""blocker""";
"145475,""plain text mail compose completely broken in CVS 20020518"",""blocker""";
"126282,""Missing awInputElement object in Mail compose window"",""blocker""";
